estimations;id;iter
1.0;174;6
1.0;174;7
1.0;174;8
1.0;174;9
1.0;175;0
1.0;175;1
1.0;175;2
1.0;175;3
1.0;175;4
1.0;175;5
1.0;175;6
1.0;175;7
1.0;175;8
1.0;175;9
1.0;176;0
1.0;176;1
1.0;176;2
1.0;176;3
1.0;176;4
1.0;176;5
1.0;176;6
1.0;176;7
1.0;176;8
1.0;176;9
0.0;177;0
0.0;177;1
0.0;177;2
0.0;177;3
0.0;177;4
0.0;177;5
0.0;177;6
0.0;177;7
0.0;177;8
0.0;177;9
1.0;178;0
1.0;178;1
1.0;178;2
1.0;178;3
1.0;178;4
1.0;178;5
1.0;178;6
1.0;178;7
1.0;178;8
1.0;178;9
1.0;179;0
1.0;179;1
1.0;179;2
1.0;179;3
1.0;179;4
0.8;179;5
1.0;179;6
1.0;179;7
1.0;179;8
1.0;179;9
0.998;180;0
0.0;180;1
0.995;180;2
0.0;180;3
0.0;180;4
0.0;180;5
0.0;180;6
0.0;180;7
0.998;180;8
0.987654321;180;9
1.0;181;0
1.0;181;1
1.0;181;2
1.0;181;3
1.0;181;4
1.0;181;5
1.0;181;6
1.0;181;7
1.0;181;8
1.0;181;9
0.0;182;0
0.0;182;1
0.0;182;2
0.0;182;3
0.0;182;4
0.0;182;5
0.0;182;6
0.0;182;7
0.0;182;8
0.0;182;9
0.0;183;0
0.0;183;1
0.5;183;2
0.0;183;3
0.5;183;4
0.0;183;5
0.5;183;6
0.0;183;7
0.0;183;8
0.0;183;9
1.0;184;0
1.0;184;1
1.0;184;2
1.0;184;3
1.0;184;4
1.0;184;5
1.0;184;6
1.0;184;7
1.0;184;8
1.0;184;9
0.0;185;0
0.8;185;1
1.0;185;2
0.0;185;3
0.0;185;4
0.8;185;5
0.8;185;6
0.0;185;7
0.0;185;8
0.0;185;9
0.0;186;0
1.0;186;1
1.0;186;2
1.0;186;3
1.0;186;4
1.0;186;5
1.0;186;6
1.0;186;7
1.0;186;8
1.0;186;9
1.0;187;0
1.0;187;1
1.0;187;2
1.0;187;3
1.0;187;4
1.0;187;5
1.0;187;6
1.0;187;7
1.0;187;8
1.0;187;9
1.0;188;0
1.0;188;1
1.0;188;2
1.0;188;3
1.0;188;4
0.0;188;5
1.0;188;6
1.0;188;7
1.0;188;8
0.0;188;9
0.0;189;0
0.0;189;1
0.0;189;2
0.0;189;3
0.0;189;4
0.0;189;5
0.0;189;6
0.0;189;7
0.0;189;8
0.0;189;9
1.0;190;0
1.0;190;1
1.0;190;2
1.0;190;3
1.0;190;4
1.0;190;5
1.0;190;6
1.0;190;7
1.0;190;8
1.0;190;9
1.0;191;0
0.0;191;1
1.0;191;2
1.0;191;3
1.0;191;4
1.0;191;5
1.0;191;6
1.0;191;7
1.0;191;8
1.0;191;9
0.0;192;0
0.0;192;1
0.0;192;2
0.0;192;3
0.0;192;4
1.0;192;5
1.0;192;6
0.0;192;7
0.0;192;8
1.0;192;9
1.0;193;0
1.0;193;1
1.0;193;2
1.0;193;3
1.0;193;4
1.0;193;5
1.0;193;6
1.0;193;7
1.0;193;8
1.0;193;9
0.0;194;0
1.0;194;1
0.0;194;2
0.0;194;3
0.0;194;4
1.0;194;5
0.0;194;6
0.0;194;7
0.0;194;8
0.0;194;9
0.0;195;0
1.0;195;1
1.0;195;2
0.0;195;3
1.0;195;4
1.0;195;5
1.0;195;6
1.0;195;7
1.0;195;8
1.0;195;9
0.0;196;0
0.0;196;1
0.0;196;2
0.0;196;3
0.0;196;4
0.0;196;5
0.0;196;6
0.0;196;7
0.0;196;8
0.0;196;9
0.998;197;0
1.0;197;1
0.998;197;2
0.998;197;3
0.0;197;4
1.0;197;5
1.0;197;6
1.0;197;7
0.0;197;8
0.0;197;9
0.0;198;0
0.0;198;1
0.0;198;2
0.0;198;3
1.0;198;4
0.0;198;5
0.0;198;6
0.0;198;7
0.0;198;8
1.0;198;9
0.8;199;0
1.0;199;1
0.8;199;2
0.0;199;3
0.0;199;4
0.8;199;5
0.0;199;6
1.0;199;7
1.0;199;8
1.0;199;9
0.0;220;0
0.0;220;1
0.8;220;2
0.8;220;3
0.0;220;4
0.8;220;5
0.8;220;6
0.8;220;7
0.0;220;8
0.0;220;9
0.0;221;0
0.0;221;1
1.0;221;2
1.0;221;3
1.0;221;4
1.0;221;5
1.0;221;6
0.0;221;7
1.0;221;8
1.0;221;9
1.0;222;0
0.0;222;1
0.0;222;2
0.0;222;3
0.0;222;4
0.0;222;5
1.0;222;6
0.0;222;7
1.0;222;8
0.0;222;9
0.997;223;0
0.999;223;1
0.997;223;2
0.997;223;3
0.997;223;4
0.0;223;5
0.0;223;6
0.997;223;7
0.997;223;8
0.997;223;9
0.0;224;0
0.0;224;1
0.0;224;2
1.0;224;3
0.0;224;4
0.0;224;5
0.0;224;6
0.0;224;7
1.0;224;8
1.0;224;9
1.0;225;0
0.0;225;1
1.0;225;2
1.0;225;3
0.0;225;4
0.0;225;5
1.0;225;6
1.0;225;7
0.0;225;8
1.0;225;9
0.0;226;0
0.0;226;1
0.0;226;2
0.0;226;3
0.0;226;4
0.0;226;5
0.0;226;6
0.0;226;7
0.0;226;8
0.0;226;9
1.0;227;0
1.0;227;1
0.0;227;2
0.0;227;3
1.0;227;4
1.0;227;5
1.0;227;6
1.0;227;7
1.0;227;8
1.0;227;9
0.995;228;0
0.995;228;1
0.0;228;2
0.8;228;3
1.0;228;4
0.98;228;5
0.8;228;6
1.0;228;7
0.8;228;8
1.0;228;9
0.0;229;0
0.0;229;1
0.0;229;2
1.0;229;3
0.8;229;4
1.0;229;5
0.0;229;6
0.0;229;7
0.0;229;8
0.0;229;9
1.0;230;0
1.0;230;1
1.0;230;2
1.0;230;3
1.0;230;4
1.0;230;5
1.0;230;6
1.0;230;7
1.0;230;8
1.0;230;9
0.2;231;0
0.0;231;1
0.2;231;2
0.0;231;3
0.0;231;4
0.0;231;5
0.0;231;6
0.0;231;7
0.2;231;8
0.0;231;9
0.0;232;0
0.0;232;1
0.0;232;2
0.0;232;3
0.0;232;4
0.0;232;5
0.0;232;6
0.0;232;7
1.0;232;8
0.0;232;9
0.8;233;0
0.8;233;1
0.0;233;2
0.8;233;3
0.0;233;4
0.0;233;5
0.0;233;6
0.0;233;7
0.0;233;8
0.0;233;9
0.0;234;0
0.0;234;1
0.0;234;2
0.0;234;3
0.0;234;4
0.0;234;5
0.0;234;6
0.0;234;7
0.0;234;8
0.0;234;9
1.0;235;0
0.0;235;1
0.0;235;2
1.0;235;3
0.0;235;4
0.995;235;5
0.05;235;6
0.0;235;7
0.0;235;8
0.0;235;9
1.0;236;0
0.0;236;1
0.0;236;2
0.0;236;3
1.0;236;4
1.0;236;5
0.0;236;6
1.0;236;7
1.0;236;8
1.0;236;9
1.0;237;0
1.0;237;1
0.0;237;2
1.0;237;3
1.0;237;4
1.0;237;5
1.0;237;6
1.0;237;7
0.0;237;8
1.0;237;9
0.8;238;0
0.0;238;1
0.5;238;2
0.0;238;3
0.8;238;4
0.5;238;5
0.0;238;6
0.5;238;7
0.0;238;8
0.0;238;9
0.0;239;0
0.0;239;1
0.0;239;2
0.0;239;3
0.0;239;4
0.0;239;5
0.0;239;6
0.0;239;7
0.0;239;8
0.0;239;9
0.1;200;0
0.98;200;1
0.0;200;2
0.0;200;3
0.0;200;4
0.0;200;5
0.0;200;6
0.0;200;7
0.0;200;8
0.1;200;9
1.0;201;0
1.0;201;1
1.0;201;2
1.0;201;3
1.0;201;4
1.0;201;5
1.0;201;6
1.0;201;7
1.0;201;8
1.0;201;9
1.0;202;0
1.0;202;1
1.0;202;2
0.8;202;3
0.8;202;4
1.0;202;5
0.8;202;6
0.8;202;7
0.8;202;8
0.8;202;9
0.0;203;0
0.0;203;1
0.0;203;2
0.0;203;3
0.0;203;4
0.0;203;5
0.0;203;6
0.0;203;7
0.0;203;8
0.0;203;9
0.0;204;0
0.0;204;1
0.0;204;2
0.0;204;3
0.0;204;4
0.7;204;5
0.0;204;6
0.0;204;7
0.0;204;8
1.0;204;9
0.0;205;0
0.0;205;1
0.0;205;2
0.0;205;3
0.0;205;4
0.0;205;5
0.0;205;6
0.0;205;7
0.0;205;8
0.0;205;9
1.0;206;0
1.0;206;1
1.0;206;2
1.0;206;3
1.0;206;4
1.0;206;5
1.0;206;6
1.0;206;7
1.0;206;8
1.0;206;9
1.0;207;0
0.02;207;1
0.02;207;2
1.0;207;3
1.0;207;4
1.0;207;5
0.02;207;6
0.02;207;7
0.0;207;8
0.0;207;9
0.0;208;0
0.0;208;1
0.0;208;2
0.0;208;3
0.0;208;4
0.0;208;5
0.0;208;6
0.0;208;7
0.0;208;8
0.0;208;9
0.0;209;0
0.0;209;1
0.0;209;2
0.0;209;3
0.0;209;4
0.0;209;5
0.999999;209;6
0.0;209;7
0.95;209;8
0.0;209;9
1.0;210;0
1.0;210;1
1.0;210;2
1.0;210;3
1.0;210;4
1.0;210;5
1.0;210;6
1.0;210;7
1.0;210;8
1.0;210;9
1.0;211;0
1.0;211;1
1.0;211;2
1.0;211;3
1.0;211;4
1.0;211;5
0.0;211;6
1.0;211;7
1.0;211;8
1.0;211;9
0.0;212;0
1.0;212;1
1.0;212;2
0.0;212;3
1.0;212;4
0.0;212;5
0.0;212;6
1.0;212;7
0.0;212;8
0.0;212;9
1.0;213;0
1.0;213;1
1.0;213;2
1.0;213;3
1.0;213;4
1.0;213;5
1.0;213;6
1.0;213;7
1.0;213;8
1.0;213;9
0.8;214;0
1.0;214;1
1.0;214;2
1.0;214;3
1.0;214;4
1.0;214;5
0.8;214;6
0.8;214;7
0.8;214;8
1.0;214;9
1.0;215;0
1.0;215;1
1.0;215;2
0.0;215;3
0.0;215;4
1.0;215;5
0.0;215;6
0.0;215;7
0.0;215;8
0.0;215;9
1.0;216;0
1.0;216;1
1.0;216;2
1.0;216;3
1.0;216;4
1.0;216;5
1.0;216;6
1.0;216;7
1.0;216;8
1.0;216;9
1.0;217;0
1.0;217;1
0.8;217;2
0.8;217;3
0.8;217;4
0.8;217;5
0.995;217;6
0.8;217;7
0.8;217;8
1.0;217;9
1.0;218;0
0.0;218;1
1.0;218;2
1.0;218;3
1.0;218;4
1.0;218;5
1.0;218;6
1.0;218;7
1.0;218;8
1.0;218;9
0.5;219;0
1.0;219;1
1.0;219;2
1.0;219;3
1.0;219;4
1.0;219;5
1.0;219;6
1.0;219;7
1.0;219;8
0.5;219;9
0.0;240;0
0.0;240;1
0.0;240;2
0.0;240;3
0.0;240;4
0.0;240;5
0.0;240;6
0.0;240;7
0.0;240;8
0.0;240;9
0.0;241;0
0.0;241;1
0.0;241;2
0.0;241;3
0.2;241;4
0.2;241;5
0.0;241;6
0.0;241;7
0.0;241;8
0.0;241;9
0.0;242;0
0.0;242;1
0.0;242;2
0.0;242;3
0.0;242;4
0.0;242;5
1.0;242;6
0.0;242;7
0.0;242;8
0.0;242;9
1.0;243;0
1.0;243;1
1.0;243;2
1.0;243;3
0.0;243;4
0.0;243;5
1.0;243;6
0.0;243;7
0.0;243;8
0.0;243;9
0.7;244;0
0.0;244;1
0.8;244;2
0.8;244;3
0.0;244;4
0.7;244;5
0.7;244;6
0.7;244;7
0.7;244;8
0.05;244;9
0.0;245;0
0.95;245;1
0.8;245;2
0.8;245;3
0.8;245;4
0.8;245;5
0.8;245;6
0.8;245;7
0.0;245;8
0.8;245;9
0.0;246;0
0.0;246;1
0.0;246;2
0.0;246;3
0.0;246;4
0.0;246;5
0.0;246;6
0.0;246;7
0.0;246;8
0.0;246;9
1.0;247;0
0.0;247;1
0.0;247;2
0.0;247;3
0.0;247;4
0.0;247;5
0.0;247;6
1.0;247;7
0.0;247;8
1.0;247;9
0.0;248;0
1.0;248;1
0.0;248;2
1.0;248;3
1.0;248;4
1.0;248;5
1.0;248;6
0.0;248;7
1.0;248;8
0.0;248;9
1.0;249;0
1.0;249;1
1.0;249;2
1.0;249;3
1.0;249;4
1.0;249;5
1.0;249;6
1.0;249;7
1.0;249;8
1.0;249;9
